date,expiration,strike,call_put,opt_close_price,udl_close_price
2024-07-01,2024-07-15,537.0,Call,10.809999999999999,545.34
2024-07-01,2024-07-15,537.0,Put,1.275,545.34
2024-07-01,2024-07-15,545.0,Call,4.859999999999999,545.34
2024-07-01,2024-07-15,545.0,Put,3.36,545.34
2024-07-01,2024-07-15,556.0,Call,0.69,545.34
2024-07-01,2024-07-15,556.0,Put,10.67,545.34
2024-07-01,2024-07-15,557.0,Call,0.545,545.34
2024-07-01,2024-07-15,557.0,Put,11.665,545.34
2024-07-01,2024-07-31,380.0,Call,167.28,545.34
2024-07-01,2024-07-31,380.0,Put,0.045,545.34
2024-07-01,2024-07-31,395.0,Call,152.36,545.34
2024-07-01,2024-07-31,395.0,Put,0.055,545.34
2024-07-01,2024-07-31,410.0,Call,137.445,545.34
2024-07-01,2024-07-31,410.0,Put,0.065,545.34
2024-07-01,2024-07-31,425.0,Call,122.535,545.34
2024-07-01,2024-07-31,425.0,Put,0.08499999999999999,545.34
2024-07-01,2024-07-31,435.0,Call,112.595,545.34
2024-07-01,2024-07-31,435.0,Put,0.10500000000000001,545.34
2024-07-01,2024-07-31,450.0,Call,97.69,545.34
2024-07-01,2024-07-31,450.0,Put,0.125,545.34
2024-07-01,2024-07-31,464.0,Call,83.805,545.34
2024-07-01,2024-07-31,464.0,Put,0.165,545.34
2024-07-01,2024-07-31,477.0,Call,70.91499999999999,545.34
2024-07-01,2024-07-31,477.0,Put,0.215,545.34
2024-07-01,2024-07-31,491.0,Call,57.07,545.34
2024-07-01,2024-07-31,491.0,Put,0.305,545.34
2024-07-01,2024-07-31,502.0,Call,46.255,545.34
2024-07-01,2024-07-31,502.0,Put,0.435,545.34
2024-07-01,2024-07-31,513.0,Call,35.540000000000006,545.34
2024-07-01,2024-07-31,513.0,Put,0.705,545.34
2024-07-01,2024-07-31,524.0,Call,25.145,545.34
2024-07-01,2024-07-31,524.0,Put,1.275,545.34
2024-07-01,2024-07-31,534.0,Call,16.33,545.34
2024-07-01,2024-07-31,534.0,Put,2.425,545.34
2024-07-01,2024-07-31,545.0,Call,8.075,545.34
2024-07-01,2024-07-31,545.0,Put,5.23,545.34
2024-07-01,2024-07-31,556.0,Call,2.6500000000000004,545.34
2024-07-01,2024-07-31,556.0,Put,11.24,545.34
2024-07-01,2024-07-31,567.0,Call,0.53,545.34
2024-07-01,2024-07-31,567.0,Put,21.66,545.34
2024-07-01,2024-07-31,580.0,Call,0.07500000000000001,545.34
2024-07-01,2024-07-31,580.0,Put,34.66,545.34
2024-07-01,2024-07-31,590.0,Call,0.035,545.34
2024-07-01,2024-07-31,590.0,Put,44.655,545.34
2024-07-01,2024-07-31,600.0,Call,0.025,545.34
2024-07-01,2024-07-31,600.0,Put,54.665000000000006,545.34
2024-07-01,2024-07-31,615.0,Call,0.015,545.34
2024-07-01,2024-07-31,615.0,Put,69.66999999999999,545.34
2024-07-01,2024-07-31,625.0,Call,0.015,545.34
2024-07-01,2024-07-31,625.0,Put,79.66999999999999,545.34
2024-07-01,2024-08-30,380.0,Call,169.48,545.34
2024-07-01,2024-08-30,380.0,Put,0.14500000000000002,545.34
2024-07-01,2024-08-30,395.0,Call,154.665,545.34
2024-07-01,2024-08-30,395.0,Put,0.175,545.34
2024-07-01,2024-08-30,410.0,Call,139.85500000000002,545.34
2024-07-01,2024-08-30,410.0,Put,0.225,545.34
2024-07-01,2024-08-30,425.0,Call,125.06,545.34
2024-07-01,2024-08-30,425.0,Put,0.28500000000000003,545.34
2024-07-01,2024-08-30,435.0,Call,115.20500000000001,545.34
2024-07-01,2024-08-30,435.0,Put,0.335,545.34
2024-07-01,2024-08-30,450.0,Call,100.45,545.34
2024-07-01,2024-08-30,450.0,Put,0.425,545.34
2024-07-01,2024-08-30,464.0,Call,86.705,545.34
2024-07-01,2024-08-30,464.0,Put,0.55,545.34
2024-07-01,2024-08-30,477.0,Call,74.0,545.34
2024-07-01,2024-08-30,477.0,Put,0.72,545.34
2024-07-01,2024-08-30,491.0,Call,60.44,545.34
2024-07-01,2024-08-30,491.0,Put,1.03,545.34
2024-07-01,2024-08-30,502.0,Call,49.845,545.34
2024-07-01,2024-08-30,502.0,Put,1.43,545.34
2024-07-01,2024-08-30,513.0,Call,39.61,545.34
2024-07-01,2024-08-30,513.0,Put,2.08,545.34
2024-07-01,2024-08-30,524.0,Call,29.729999999999997,545.34
2024-07-01,2024-08-30,524.0,Put,3.145,545.34
2024-07-01,2024-08-30,534.0,Call,21.310000000000002,545.34
2024-07-01,2024-08-30,534.0,Put,4.74,545.34
2024-07-01,2024-08-30,545.0,Call,13.14,545.34
2024-07-01,2024-08-30,545.0,Put,7.71,545.34
2024-07-01,2024-08-30,556.0,Call,6.75,545.34
2024-07-01,2024-08-30,556.0,Put,12.85,545.34
2024-07-01,2024-08-30,565.0,Call,3.31,545.34
2024-07-01,2024-08-30,565.0,Put,19.675,545.34
2024-07-01,2024-08-30,580.0,Call,0.77,545.34
2024-07-01,2024-08-30,580.0,Put,34.665,545.34
2024-07-01,2024-08-30,590.0,Call,0.275,545.34
2024-07-01,2024-08-30,590.0,Put,44.67,545.34
2024-07-01,2024-08-30,600.0,Call,0.125,545.34
2024-07-01,2024-08-30,600.0,Put,54.665,545.34
2024-07-01,2024-08-30,615.0,Call,0.055,545.34
2024-07-01,2024-08-30,615.0,Put,69.67,545.34
2024-07-01,2024-08-30,625.0,Call,0.045,545.34
2024-07-01,2024-08-30,625.0,Put,79.67,545.34
2024-07-01,2024-08-30,640.0,Call,0.035,545.34
2024-07-01,2024-08-30,640.0,Put,94.66999999999999,545.34
2024-07-03,2024-07-17,500.0,Call,52.455,551.46
2024-07-03,2024-07-17,500.0,Put,0.105,551.46
2024-07-03,2024-07-17,510.0,Call,42.504999999999995,551.46
2024-07-03,2024-07-17,510.0,Put,0.13,551.46
2024-07-03,2024-07-17,520.0,Call,32.58,551.46
2024-07-03,2024-07-17,520.0,Put,0.19,551.46
2024-07-03,2024-07-17,530.0,Call,22.75,551.46
2024-07-03,2024-07-17,530.0,Put,0.33499999999999996,551.46
2024-07-03,2024-07-17,540.0,Call,13.285,551.46
2024-07-03,2024-07-17,540.0,Put,0.86,551.46
2024-07-03,2024-07-17,551.0,Call,4.645,551.46
2024-07-03,2024-07-17,551.0,Put,3.275,551.46
2024-07-03,2024-07-17,560.0,Call,1.01,551.46
2024-07-03,2024-07-17,560.0,Put,8.885,551.46
2024-07-03,2024-07-17,570.0,Call,0.1,551.46
2024-07-03,2024-07-17,570.0,Put,18.665,551.46
2024-07-03,2024-07-17,580.0,Call,0.03,551.46
2024-07-03,2024-07-17,580.0,Put,28.665,551.46
2024-07-03,2024-07-17,600.0,Call,0.02,551.46
2024-07-03,2024-07-17,600.0,Put,48.67,551.46
2024-07-03,2024-07-31,385.0,Call,168.065,551.46
2024-07-03,2024-07-31,385.0,Put,0.04,551.46
2024-07-03,2024-07-31,400.0,Call,153.13,551.46
2024-07-03,2024-07-31,400.0,Put,0.05,551.46
2024-07-03,2024-07-31,415.0,Call,138.20499999999998,551.46
2024-07-03,2024-07-31,415.0,Put,0.065,551.46
2024-07-03,2024-07-31,425.0,Call,128.26,551.46
2024-07-03,2024-07-31,425.0,Put,0.08,551.46
2024-07-03,2024-07-31,441.0,Call,112.345,551.46
2024-07-03,2024-07-31,441.0,Put,0.1,551.46
2024-07-03,2024-07-31,455.0,Call,98.425,551.46
2024-07-03,2024-07-31,455.0,Put,0.12,551.46
2024-07-03,2024-07-31,469.0,Call,84.515,551.46
2024-07-03,2024-07-31,469.0,Put,0.15000000000000002,551.46
2024-07-03,2024-07-31,483.0,Call,70.62,551.46
2024-07-03,2024-07-31,483.0,Put,0.195,551.46
2024-07-03,2024-07-31,496.0,Call,57.754999999999995,551.46
2024-07-03,2024-07-31,496.0,Put,0.27,551.46
2024-07-03,2024-07-31,507.0,Call,46.92,551.46
2024-07-03,2024-07-31,507.0,Put,0.38,551.46
2024-07-03,2024-07-31,518.0,Call,36.185,551.46
2024-07-03,2024-07-31,518.0,Put,0.59,551.46
2024-07-03,2024-07-31,529.0,Call,25.705,551.46
2024-07-03,2024-07-31,529.0,Put,1.065,551.46
2024-07-03,2024-07-31,540.0,Call,15.844999999999999,551.46
2024-07-03,2024-07-31,540.0,Put,2.185,551.46
2024-07-03,2024-07-31,551.0,Call,7.515000000000001,551.46
2024-07-03,2024-07-31,551.0,Put,4.95,551.46
2024-07-03,2024-07-31,562.0,Call,2.325,551.46
2024-07-03,2024-07-31,562.0,Put,11.245000000000001,551.46
2024-07-03,2024-07-31,575.0,Call,0.33,551.46
2024-07-03,2024-07-31,575.0,Put,23.665,551.46
2024-07-03,2024-07-31,585.0,Call,0.08499999999999999,551.46
2024-07-03,2024-07-31,585.0,Put,33.665,551.46
2024-07-03,2024-07-31,595.0,Call,0.04,551.46
2024-07-03,2024-07-31,595.0,Put,43.67,551.46
2024-07-03,2024-07-31,605.0,Call,0.03,551.46
2024-07-03,2024-07-31,605.0,Put,53.67,551.46
2024-07-03,2024-07-31,620.0,Call,0.02,551.46
2024-07-03,2024-07-31,620.0,Put,68.67,551.46
2024-07-03,2024-07-31,625.0,Call,0.02,551.46
2024-07-03,2024-07-31,625.0,Put,73.67,551.46
2024-07-03,2024-08-30,385.0,Call,170.27499999999998,551.46
2024-07-03,2024-08-30,385.0,Put,0.14,551.46
2024-07-03,2024-08-30,400.0,Call,155.44,551.46
2024-07-03,2024-08-30,400.0,Put,0.175,551.46
2024-07-03,2024-08-30,415.0,Call,140.625,551.46
2024-07-03,2024-08-30,415.0,Put,0.22,551.46
2024-07-03,2024-08-30,425.0,Call,130.75,551.46
2024-07-03,2024-08-30,425.0,Put,0.25,551.46
2024-07-03,2024-08-30,440.0,Call,115.955,551.46
2024-07-03,2024-08-30,440.0,Put,0.31,551.46
2024-07-03,2024-08-30,455.0,Call,101.17,551.46
2024-07-03,2024-08-30,455.0,Put,0.395,551.46
2024-07-03,2024-08-30,469.0,Call,87.42,551.46
2024-07-03,2024-08-30,469.0,Put,0.51,551.46
2024-07-03,2024-08-30,483.0,Call,73.72,551.46
2024-07-03,2024-08-30,483.0,Put,0.6799999999999999,551.46
2024-07-03,2024-08-30,496.0,Call,61.1,551.46
2024-07-03,2024-08-30,496.0,Put,0.94,551.46
2024-07-03,2024-08-30,507.0,Call,50.55500000000001,551.46
2024-07-03,2024-08-30,507.0,Put,1.3,551.46
2024-07-03,2024-08-30,518.0,Call,40.235,551.46
2024-07-03,2024-08-30,518.0,Put,1.895,551.46
2024-07-03,2024-08-30,529.0,Call,30.275,551.46
2024-07-03,2024-08-30,529.0,Put,2.88,551.46
2024-07-03,2024-08-30,540.0,Call,20.965,551.46
2024-07-03,2024-08-30,540.0,Put,4.5649999999999995,551.46
2024-07-03,2024-08-30,551.0,Call,12.725,551.46
2024-07-03,2024-08-30,551.0,Put,7.51,551.46
2024-07-03,2024-08-30,562.0,Call,6.445,551.46
2024-07-03,2024-08-30,562.0,Put,12.805,551.46
2024-07-03,2024-08-30,575.0,Call,2.2,551.46
2024-07-03,2024-08-30,575.0,Put,23.67,551.46
2024-07-03,2024-08-30,585.0,Call,0.815,551.46
2024-07-03,2024-08-30,585.0,Put,33.67,551.46
2024-07-03,2024-08-30,595.0,Call,0.3,551.46
2024-07-03,2024-08-30,595.0,Put,43.675,551.46
2024-07-03,2024-08-30,605.0,Call,0.14,551.46
2024-07-03,2024-08-30,605.0,Put,53.67,551.46
2024-07-03,2024-08-30,620.0,Call,0.065,551.46
2024-07-03,2024-08-30,620.0,Put,68.66499999999999,551.46
2024-07-03,2024-08-30,635.0,Call,0.04,551.46
2024-07-03,2024-08-30,635.0,Put,83.67,551.46
2024-07-03,2024-08-30,640.0,Call,0.04,551.46
2024-07-03,2024-08-30,640.0,Put,88.67500000000001,551.46
2024-07-05,2024-07-19,390.0,Call,165.16500000000002,554.64
2024-07-05,2024-07-19,390.0,Put,0.015,554.64
2024-07-05,2024-07-19,400.0,Call,155.195,554.64
2024-07-05,2024-07-19,400.0,Put,0.025,554.64
2024-07-05,2024-07-19,415.0,Call,140.24,554.64
2024-07-05,2024-07-19,415.0,Put,0.025,554.64
2024-07-05,2024-07-19,430.0,Call,125.28,554.64
2024-07-05,2024-07-19,430.0,Put,0.045,554.64
2024-07-05,2024-07-19,445.0,Call,110.32,554.64
2024-07-05,2024-07-19,445.0,Put,0.055,554.64
2024-07-05,2024-07-19,460.0,Call,95.37,554.64
2024-07-05,2024-07-19,460.0,Put,0.065,554.64
2024-07-05,2024-07-19,471.0,Call,84.41999999999999,554.64
2024-07-05,2024-07-19,471.0,Put,0.07500000000000001,554.64
2024-07-05,2024-07-19,485.0,Call,70.47,554.64
2024-07-05,2024-07-19,485.0,Put,0.095,554.64
2024-07-05,2024-07-19,499.0,Call,56.515,554.64
2024-07-05,2024-07-19,499.0,Put,0.11499999999999999,554.64
2024-07-05,2024-07-19,510.0,Call,45.57,554.64
2024-07-05,2024-07-19,510.0,Put,0.155,554.64
2024-07-05,2024-07-19,521.0,Call,34.620000000000005,554.64
2024-07-05,2024-07-19,521.0,Put,0.20500000000000002,554.64
2024-07-05,2024-07-19,532.0,Call,23.79,554.64
2024-07-05,2024-07-19,532.0,Put,0.365,554.64
2024-07-05,2024-07-19,544.0,Call,12.495,554.64
2024-07-05,2024-07-19,544.0,Put,1.0550000000000002,554.64
2024-07-05,2024-07-19,555.0,Call,4.21,554.64
2024-07-05,2024-07-19,555.0,Put,3.87,554.64
2024-07-05,2024-07-19,566.0,Call,0.575,554.64
2024-07-05,2024-07-19,566.0,Put,11.73,554.64
2024-07-05,2024-07-19,575.0,Call,0.08499999999999999,554.64
2024-07-05,2024-07-19,575.0,Put,20.689999999999998,554.64
2024-07-05,2024-07-19,590.0,Call,0.025,554.64
2024-07-05,2024-07-19,590.0,Put,35.685,554.64
2024-07-05,2024-07-19,600.0,Call,0.025,554.64
2024-07-05,2024-07-19,600.0,Put,45.685,554.64
2024-07-05,2024-07-19,610.0,Call,0.015,554.64
2024-07-05,2024-07-19,610.0,Put,55.685,554.64
2024-07-05,2024-07-19,625.0,Call,0.015,554.64
2024-07-05,2024-07-19,625.0,Put,70.695,554.64
2024-07-05,2024-07-19,640.0,Call,0.015,554.64
2024-07-05,2024-07-19,640.0,Put,85.695,554.64
2024-07-05,2024-07-19,650.0,Call,0.01,554.64
2024-07-05,2024-07-19,650.0,Put,95.695,554.64
2024-07-05,2024-08-02,390.0,Call,166.095,554.64
2024-07-05,2024-08-02,390.0,Put,0.055,554.64
2024-07-05,2024-08-02,400.0,Call,156.14499999999998,554.64
2024-07-05,2024-08-02,400.0,Put,0.065,554.64
2024-07-05,2024-08-02,420.0,Call,136.275,554.64
2024-07-05,2024-08-02,420.0,Put,0.08499999999999999,554.64
2024-07-05,2024-08-02,430.0,Call,126.33500000000001,554.64
2024-07-05,2024-08-02,430.0,Put,0.095,554.64
2024-07-05,2024-08-02,445.0,Call,111.42500000000001,554.64
2024-07-05,2024-08-02,445.0,Put,0.11499999999999999,554.64
2024-07-05,2024-08-02,460.0,Call,96.515,554.64
2024-07-05,2024-08-02,460.0,Put,0.14500000000000002,554.64
2024-07-05,2024-08-02,470.0,Call,86.58500000000001,554.64
2024-07-05,2024-08-02,470.0,Put,0.175,554.64
2024-07-05,2024-08-02,485.0,Call,71.71000000000001,554.64
2024-07-05,2024-08-02,485.0,Put,0.225,554.64
2024-07-05,2024-08-02,500.0,Call,56.875,554.64
2024-07-05,2024-08-02,500.0,Put,0.335,554.64
2024-07-05,2024-08-02,510.0,Call,47.0,554.64
2024-07-05,2024-08-02,510.0,Put,0.445,554.64
2024-07-05,2024-08-02,521.0,Call,36.285,554.64
2024-07-05,2024-08-02,521.0,Put,0.695,554.64
2024-07-05,2024-08-02,532.5,Call,25.39,554.64
2024-07-05,2024-08-02,532.5,Put,1.26,554.64
2024-07-05,2024-08-02,544.0,Call,15.25,554.64
2024-07-05,2024-08-02,544.0,Put,2.605,554.64
2024-07-05,2024-08-02,555.0,Call,7.245,554.64
2024-07-05,2024-08-02,555.0,Put,5.6850000000000005,554.64
2024-07-05,2024-08-02,565.0,Call,2.625,554.64
2024-07-05,2024-08-02,565.0,Put,11.49,554.64
2024-07-05,2024-08-02,575.0,Call,0.665,554.64
2024-07-05,2024-08-02,575.0,Put,20.7,554.64
2024-07-05,2024-08-02,590.0,Call,0.095,554.64
2024-07-05,2024-08-02,590.0,Put,35.7,554.64
2024-07-05,2024-08-02,600.0,Call,0.045,554.64
2024-07-05,2024-08-02,600.0,Put,45.7,554.64
2024-07-05,2024-08-02,610.0,Call,0.035,554.64
2024-07-05,2024-08-02,610.0,Put,55.695,554.64
2024-07-05,2024-08-02,625.0,Call,0.025,554.64
2024-07-05,2024-08-02,625.0,Put,70.695,554.64
2024-07-05,2024-08-30,390.0,Call,168.08499999999998,554.64
2024-07-05,2024-08-30,390.0,Put,0.14500000000000002,554.64
2024-07-05,2024-08-30,400.0,Call,158.19,554.64
2024-07-05,2024-08-30,400.0,Put,0.175,554.64
2024-07-05,2024-08-30,415.0,Call,143.365,554.64
2024-07-05,2024-08-30,415.0,Put,0.215,554.64
2024-07-05,2024-08-30,430.0,Call,128.54500000000002,554.64
2024-07-05,2024-08-30,430.0,Put,0.265,554.64
2024-07-05,2024-08-30,445.0,Call,113.74,554.64
2024-07-05,2024-08-30,445.0,Put,0.325,554.64
2024-07-05,2024-08-30,458.0,Call,100.935,554.64
2024-07-05,2024-08-30,458.0,Put,0.405,554.64
2024-07-05,2024-08-30,471.0,Call,88.15,554.64
2024-07-05,2024-08-30,471.0,Put,0.505,554.64
2024-07-05,2024-08-30,485.0,Call,74.435,554.64
2024-07-05,2024-08-30,485.0,Put,0.66,554.64
2024-07-05,2024-08-30,499.0,Call,60.754999999999995,554.64
2024-07-05,2024-08-30,499.0,Put,0.935,554.64
2024-07-05,2024-08-30,510.0,Call,50.215,554.64
2024-07-05,2024-08-30,510.0,Put,1.3,554.64
2024-07-05,2024-08-30,521.0,Call,39.895,554.64
2024-07-05,2024-08-30,521.0,Put,1.9049999999999998,554.64
2024-07-05,2024-08-30,532.0,Call,29.945,554.64
2024-07-05,2024-08-30,532.0,Put,2.9,554.64
2024-07-05,2024-08-30,544.0,Call,19.85,554.64
2024-07-05,2024-08-30,544.0,Put,4.8100000000000005,554.64
2024-07-05,2024-08-30,555.0,Call,11.870000000000001,554.64
2024-07-05,2024-08-30,555.0,Put,7.984999999999999,554.64
2024-07-05,2024-08-30,565.0,Call,6.33,554.64
2024-07-05,2024-08-30,565.0,Put,12.905000000000001,554.64
2024-07-05,2024-08-30,575.0,Call,2.825,554.64
2024-07-05,2024-08-30,575.0,Put,20.77,554.64
2024-07-05,2024-08-30,590.0,Call,0.65,554.64
2024-07-05,2024-08-30,590.0,Put,35.695,554.64
2024-07-05,2024-08-30,600.0,Call,0.245,554.64
2024-07-05,2024-08-30,600.0,Put,45.695,554.64
2024-07-05,2024-08-30,610.0,Call,0.11499999999999999,554.64
2024-07-05,2024-08-30,610.0,Put,55.7,554.64
2024-07-05,2024-08-30,625.0,Call,0.065,554.64
2024-07-05,2024-08-30,625.0,Put,70.7,554.64
2024-07-05,2024-08-30,640.0,Call,0.045,554.64
2024-07-05,2024-08-30,640.0,Put,85.695,554.64
2024-07-08,2024-07-19,390.0,Call,166.3,555.28
2024-07-08,2024-07-19,390.0,Put,0.015,555.28
2024-07-08,2024-07-19,405.0,Call,151.335,555.28
2024-07-08,2024-07-19,405.0,Put,0.015,555.28
2024-07-08,2024-07-19,415.0,Call,141.34,555.28
2024-07-08,2024-07-19,415.0,Put,0.015,555.28
2024-07-08,2024-07-19,430.0,Call,126.41,555.28
2024-07-08,2024-07-19,430.0,Put,0.025,555.28
2024-07-08,2024-07-19,445.0,Call,111.45,555.28
2024-07-08,2024-07-19,445.0,Put,0.035,555.28
2024-07-08,2024-07-19,460.0,Call,96.46000000000001,555.28
2024-07-08,2024-07-19,460.0,Put,0.045,555.28
2024-07-08,2024-07-19,472.0,Call,84.495,555.28
2024-07-08,2024-07-19,472.0,Put,0.055,555.28
2024-07-08,2024-07-19,486.0,Call,70.535,555.28
2024-07-08,2024-07-19,486.0,Put,0.065,555.28
2024-07-08,2024-07-19,500.0,Call,56.595,555.28
2024-07-08,2024-07-19,500.0,Put,0.07500000000000001,555.28
2024-07-08,2024-07-19,511.0,Call,45.629999999999995,555.28
2024-07-08,2024-07-19,511.0,Put,0.095,555.28
2024-07-08,2024-07-19,522.0,Call,34.68,555.28
2024-07-08,2024-07-19,522.0,Put,0.135,555.28
2024-07-08,2024-07-19,533.0,Call,23.795,555.28
2024-07-08,2024-07-19,533.0,Put,0.235,555.28
2024-07-08,2024-07-19,544.0,Call,13.260000000000002,555.28
2024-07-08,2024-07-19,544.0,Put,0.685,555.28
2024-07-08,2024-07-19,555.0,Call,4.5600000000000005,555.28
2024-07-08,2024-07-19,555.0,Put,3.075,555.28
2024-07-08,2024-07-19,566.0,Call,0.595,555.28
2024-07-08,2024-07-19,566.0,Put,10.559999999999999,555.28
2024-07-08,2024-07-19,575.0,Call,0.065,555.28
2024-07-08,2024-07-19,575.0,Put,19.465,555.28
2024-07-08,2024-07-19,590.0,Call,0.025,555.28
2024-07-08,2024-07-19,590.0,Put,34.465,555.28
2024-07-08,2024-07-19,600.0,Call,0.015,555.28
2024-07-08,2024-07-19,600.0,Put,44.46,555.28
2024-07-08,2024-07-19,610.0,Call,0.015,555.28
2024-07-08,2024-07-19,610.0,Put,54.46,555.28
2024-07-08,2024-07-19,625.0,Call,0.015,555.28
2024-07-08,2024-07-19,625.0,Put,69.46000000000001,555.28
2024-07-08,2024-07-19,640.0,Call,0.01,555.28
2024-07-08,2024-07-19,640.0,Put,84.465,555.28
2024-07-08,2024-07-19,650.0,Call,0.01,555.28
2024-07-08,2024-07-19,650.0,Put,94.465,555.28
2024-07-08,2024-08-02,390.0,Call,167.235,555.28
2024-07-08,2024-08-02,390.0,Put,0.045,555.28
2024-07-08,2024-08-02,400.0,Call,157.285,555.28
2024-07-08,2024-08-02,400.0,Put,0.045,555.28
2024-07-08,2024-08-02,420.0,Call,137.39,555.28
2024-07-08,2024-08-02,420.0,Put,0.065,555.28
2024-07-08,2024-08-02,430.0,Call,127.44,555.28
2024-07-08,2024-08-02,430.0,Put,0.07500000000000001,555.28
